Title,URL,LastUpdated
"Reconcile bank statements by using advanced bank reconciliation","https://learn.microsoft.com/en-us/dynamics365/finance/cash-bank-management/reconcile-bank-statements-advanced-bank-reconciliation","6/12/2025"
"Clear reversal bank statement transactions in advanced bank reconciliation","https://learn.microsoft.com/en-us/dynamics365/finance/cash-bank-management/clear-reverse-bank-stmt-trx","1/31/2024"
"Clear reversal company transactions in advanced bank reconciliation","https://learn.microsoft.com/en-us/dynamics365/finance/cash-bank-management/clear-reverse-comp-trans","9/24/2025"
"Generate a voucher in advanced bank reconciliation","https://learn.microsoft.com/en-us/dynamics365/finance/cash-bank-management/vouchers-adv-bank-rec","9/24/2025"
"Cash application in advanced bank reconciliation","https://learn.microsoft.com/en-us/dynamics365/finance/cash-bank-management/apply-cash-adv-bank-rec","11/20/2025"
"Clear bridging payments using advanced bank reconciliation","https://learn.microsoft.com/en-us/dynamics365/finance/cash-bank-management/clear-bridging-pyts-adv-bank-rec","3/25/2025"
"Update the bank journal composite entity","https://learn.microsoft.com/en-us/dynamics365/finance/dev-itpro/upgrade-bank-journal-composite-entity","10/8/2025"
"Cost accounting home page","https://learn.microsoft.com/en-us/dynamics365/finance/cost-accounting/cost-accounting-home-page","8/27/2025"
"Cost accounting terminology","https://learn.microsoft.com/en-us/dynamics365/finance/cost-accounting/terms-cost-accounting","5/15/2024"
"Fiscal calendars, fiscal years, and periods","https://learn.microsoft.com/en-us/dynamics365/finance/budgeting/fiscal-calendars-fiscal-years-periods","7/11/2025"
"Ledger and subledger accounting overview","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/ledger-subledger","5/7/2025"
"Financial dimensions","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/financial-dimensions","8/2/2025"
"Financial dimensions and posting","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/default-dimensions","4/29/2024"
"Add financial dimensions to the CFO workspace","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/cfo-workspace","5/7/2025"
"Create account structures","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/tasks/create-account-structures","9/8/2025"
"Create dimensions and import dimension members","https://learn.microsoft.com/en-us/dynamics365/finance/cost-accounting/cost-dimension","5/3/2024"
"Cost element dimensions","https://learn.microsoft.com/en-us/dynamics365/finance/cost-accounting/cost-elements","6/25/2024"
"Create cost elements","https://learn.microsoft.com/en-us/dynamics365/finance/cost-accounting/tasks/create-cost-elements","10/2/2025"
"Cost object dimensions","https://learn.microsoft.com/en-us/dynamics365/finance/cost-accounting/cost-objects","5/3/2024"
"Create cost objects","https://learn.microsoft.com/en-us/dynamics365/finance/cost-accounting/tasks/create-cost-objects","5/3/2024"
"Map cost element dimension members to a common set of dimension members","https://learn.microsoft.com/en-us/dynamics365/finance/cost-accounting/map-cost-elements-dimension-members","5/3/2024"
"Map a cost element dimension","https://learn.microsoft.com/en-us/dynamics365/finance/cost-accounting/tasks/map-cost-element-dimension","5/3/2024"
"Dimension hierarchy","https://learn.microsoft.com/en-us/dynamics365/finance/cost-accounting/dimension-hierarchy","6/3/2022"
"Create an organization report hierarchy","https://learn.microsoft.com/en-us/dynamics365/finance/cost-accounting/tasks/create-an-organization-report-hierarchy","5/3/2024"
"Access rights for cost object controllers","https://learn.microsoft.com/en-us/dynamics365/finance/cost-accounting/access-rights-cost-object-controller","5/3/2024"
"Configure access rights for a cost object controller","https://learn.microsoft.com/en-us/dynamics365/finance/cost-accounting/tasks/configure-access-rights-cost-object-controller","10/2/2025"
"Define cost control units","https://learn.microsoft.com/en-us/dynamics365/finance/cost-accounting/tasks/define-cost-control-units","10/2/2025"
"Create a cost accounting ledger","https://learn.microsoft.com/en-us/dynamics365/finance/cost-accounting/tasks/create-cost-accounting-ledger","10/2/2025"
"Provider templates for statistical dimension members and measure providers","https://learn.microsoft.com/en-us/dynamics365/finance/cost-accounting/statistical-measure-provider-template","6/3/2022"
"Allocation bases","https://learn.microsoft.com/en-us/dynamics365/finance/cost-accounting/allocation-bases","6/3/2022"
"Create and assign a cost allocation policy to a cost control unit","https://learn.microsoft.com/en-us/dynamics365/finance/cost-accounting/tasks/create-assign-cost-allocation-policy-cost-control-unit","5/3/2024"
"Create and assign a cost behavior policy to a cost control unit","https://learn.microsoft.com/en-us/dynamics365/finance/cost-accounting/tasks/create-assign-cost-behavior-policy-cost-control-unit","5/3/2024"
"Create and assign a cost distribution policy to a cost control unit","https://learn.microsoft.com/en-us/dynamics365/finance/cost-accounting/tasks/create-assign-cost-distribution-policy-cost-control-unit","10/2/2025"
"Create a cost rollup policy","https://learn.microsoft.com/en-us/dynamics365/finance/cost-accounting/tasks/create-cost-rollup-policy","5/3/2024"
"Manage a data source for the cost accounting ledger","https://learn.microsoft.com/en-us/dynamics365/finance/cost-accounting/tasks/manage-data-source-cost-accounting-ledger","10/2/2025"
"Process and trace source data","https://learn.microsoft.com/en-us/dynamics365/finance/cost-accounting/tasks/process-trace-source-data","5/3/2024"
"Overhead calculation","https://learn.microsoft.com/en-us/dynamics365/finance/cost-accounting/overhead-calculation","6/3/2022"
"Cost rollup policy and overhead calculation","https://learn.microsoft.com/en-us/dynamics365/finance/cost-accounting/cost-rollup","6/3/2022"
"Cost control workspace","https://learn.microsoft.com/en-us/dynamics365/finance/cost-accounting/cost-control-workspace","10/14/2022"
"Configure cost control workspace parameters","https://learn.microsoft.com/en-us/dynamics365/finance/cost-accounting/tasks/configure-cost-control-workspace-parameters","10/2/2025"
"Set up security for the Cost accounting analysis Power BI content","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/setup-security-cost-accounting-content-pack?context=/dynamics365/context/finance","5/7/2025"
"Cost accounting analysis Power BI content","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/cost-accounting-analysis-content-pack?context=/dynamics365/context/finance","1/30/2025"
"Cost controlling mobile workspace","https://learn.microsoft.com/en-us/dynamics365/finance/cost-accounting/cost-controlling-mobile-workspace","7/17/2025"
"Electronic messaging","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/electronic-messaging","3/18/2025"
"Set up Electronic messages","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/electronic-messaging-setup","8/12/2022"
"Work with the Electronic messages functionality","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/electronic-messaging-work-with-em","8/12/2022"
"Set up and run processing to call a simple exporting ER format to generate an Excel report","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/electronic-messaging-example","5/7/2025"
"Fixed assets home page","https://learn.microsoft.com/en-us/dynamics365/finance/fixed-assets/fixed-assets","8/27/2025"
"Create a fixed asset","https://learn.microsoft.com/en-us/dynamics365/finance/fixed-assets/tasks/create-fixed-asset","5/6/2024"
"Enter an addition to a fixed asset","https://learn.microsoft.com/en-us/dynamics365/finance/fixed-assets/tasks/enter-addition-fixed-asset","5/6/2024"
"Propose fixed asset acquisitions","https://learn.microsoft.com/en-us/dynamics365/finance/fixed-assets/tasks/propose-fixed-asset-acquisitions","5/6/2024"
"Reclassify fixed assets","https://learn.microsoft.com/en-us/dynamics365/finance/fixed-assets/tasks/reclassify-fixed-assets","5/6/2024"
"Fixed asset management workspace","https://learn.microsoft.com/en-us/dynamics365/finance/fixed-assets/fixed-asset-management-workspace","5/6/2024"
"Fixed assets roll forward report","https://learn.microsoft.com/en-us/dynamics365/finance/fixed-assets/fixed-asset-roll-forward-report","5/6/2024"
"Depreciation book upgrade overview","https://learn.microsoft.com/en-us/dynamics365/finance/fixed-assets/depreciation-book-upgrade-considerations","5/6/2024"
"Derived books","https://learn.microsoft.com/en-us/dynamics365/finance/fixed-assets/derived-books","5/6/2024"
"Fixed asset value model and depreciation book merge","https://learn.microsoft.com/en-us/dynamics365/finance/fixed-assets/fixed-asset-value-model-depreciation-book-merge","5/6/2024"
"Post with derived books","https://learn.microsoft.com/en-us/dynamics365/finance/fixed-assets/post-derived-value-models","5/7/2025"
"Number of books per journal","https://learn.microsoft.com/en-us/dynamics365/finance/fixed-assets/number-books-per-journal","5/6/2024"
"Post fixed asset transactions to posting layers","https://learn.microsoft.com/en-us/dynamics365/finance/fixed-assets/post-fixed-asset-transactions-posting-layers","5/6/2024"
"Fixed asset transaction options","https://learn.microsoft.com/en-us/dynamics365/finance/fixed-assets/enter-fixed-asset-transactions","5/6/2024"
"Transfer a fixed asset","https://learn.microsoft.com/en-us/dynamics365/finance/fixed-assets/tasks/transfer-fixed-asset","5/6/2024"
"Split a fixed asset","https://learn.microsoft.com/en-us/dynamics365/finance/fixed-assets/tasks/split-fixed-asset","5/6/2024"
"Fixed asset intercompany split and transfer (preview)","https://learn.microsoft.com/en-us/dynamics365/finance/fixed-assets/split-transfer-fa","9/9/2025"
"Reduce balance depreciation after a split","https://learn.microsoft.com/en-us/dynamics365/finance/fixed-assets/reduce-balance-depreciation-after-split","5/6/2024"
"Set up fixed asset groups","https://learn.microsoft.com/en-us/dynamics365/finance/fixed-assets/tasks/set-up-fixed-asset-groups","5/6/2024"
"Change a fixed asset group","https://learn.microsoft.com/en-us/dynamics365/finance/fixed-assets/tasks/change-fixed-asset-group","5/6/2024"
"Recalculate replacement costs and insured values for fixed asset groups","https://learn.microsoft.com/en-us/dynamics365/finance/fixed-assets/recalculate-replacement-costs-insured-values-fixed-asset-groups","6/3/2022"
"Fixed asset disposal posting accounts","https://learn.microsoft.com/en-us/dynamics365/finance/fixed-assets/fixed-asset-disposal-posting-accounts","5/6/2024"
"Dispose of a fixed asset using a free text invoice","https://learn.microsoft.com/en-us/dynamics365/finance/fixed-assets/tasks/dispose-fixed-asset-free-text-invoice","5/6/2024"
"Dispose of a fixed asset as scrap","https://learn.microsoft.com/en-us/dynamics365/finance/fixed-assets/dispose-of-a-fixed-asset-as-scrap","7/11/2025"
"Fixed asset mass update","https://learn.microsoft.com/en-us/dynamics365/finance/fixed-assets/fixed-asset-mass-update","5/6/2024"
"Acquire assets through procurement","https://learn.microsoft.com/en-us/dynamics365/finance/fixed-assets/acquire-assets-procurement","6/3/2022"
"Set up fixed assets","https://learn.microsoft.com/en-us/dynamics365/finance/fixed-assets/set-up-fixed-assets","8/16/2024"
"Set up fixed asset posting profiles","https://learn.microsoft.com/en-us/dynamics365/finance/fixed-assets/tasks/set-up-fixed-asset-posting-profiles","3/29/2023"
"Fixed assets integration","https://learn.microsoft.com/en-us/dynamics365/finance/fixed-assets/fixed-asset-integration","6/5/2025"
"Create and acquire assets from Accounts payable","https://learn.microsoft.com/en-us/dynamics365/finance/fixed-assets/tasks/create-acquire-assets-accounts-payable","5/6/2024"
"Set up depreciation books","https://learn.microsoft.com/en-us/dynamics365/finance/fixed-assets/tasks/set-up-depreciation-books-2016-05","5/6/2024"
"Set up and create depreciation profiles","https://learn.microsoft.com/en-us/dynamics365/finance/fixed-assets/tasks/set-up-depreciation-profiles","5/6/2024"
"Set up value models","https://learn.microsoft.com/en-us/dynamics365/finance/fixed-assets/tasks/set-up-value-models","5/6/2024"
"Fixed asset depreciation conventions","https://learn.microsoft.com/en-us/dynamics365/finance/fixed-assets/fixed-asset-depreciation-conventions","7/11/2025"
"125 percent reducing balance depreciation","https://learn.microsoft.com/en-us/dynamics365/finance/fixed-assets/125-percent-reducing-balance-depreciation","7/11/2025"
"150 percent reducing balance depreciation","https://learn.microsoft.com/en-us/dynamics365/finance/fixed-assets/150-percent-reducing-balance-depreciation","7/11/2025"
"175 percent reducing balance depreciation","https://learn.microsoft.com/en-us/dynamics365/finance/fixed-assets/175-percent-reducing-balance-depreciation","7/11/2025"
"200 percent reducing balance depreciation","https://learn.microsoft.com/en-us/dynamics365/finance/fixed-assets/200-percent-reducing-balance-depreciation","7/11/2025"
"Half-year depreciation convention methodology","https://learn.microsoft.com/en-us/dynamics365/finance/fixed-assets/half-year-depreciation-methodology","5/6/2024"
"Bonus depreciation","https://learn.microsoft.com/en-us/dynamics365/finance/fixed-assets/bonus-depreciation","7/11/2025"
"Set up bonus depreciation","https://learn.microsoft.com/en-us/dynamics365/finance/fixed-assets/tasks/set-up-bonus-depreciation","5/6/2024"
"Consumption depreciation","https://learn.microsoft.com/en-us/dynamics365/finance/fixed-assets/consumption-depreciation","7/11/2025"
"Depreciation effects with reversals","https://learn.microsoft.com/en-us/dynamics365/finance/fixed-assets/depreciation-effects-reversals","5/6/2024"
"Depreciation methods and conventions","https://learn.microsoft.com/en-us/dynamics365/finance/fixed-assets/depreciation-methods-conventions","7/11/2025"
"Create a depreciation proposal","https://learn.microsoft.com/en-us/dynamics365/finance/fixed-assets/tasks/create-depreciation-proposal","7/15/2025"
"Factor depreciation","https://learn.microsoft.com/en-us/dynamics365/finance/fixed-assets/factor-depreciation","7/11/2025"
"Fixed asset acquisition posting accounts","https://learn.microsoft.com/en-us/dynamics365/finance/fixed-assets/fixed-asset-acquisition-posting-accounts","5/6/2024"
"Fixed asset depreciation","https://learn.microsoft.com/en-us/dynamics365/finance/fixed-assets/fixed-asset-depreciation","8/13/2025"
"Calculate fixed asset depreciation across legal entities","https://learn.microsoft.com/en-us/dynamics365/finance/fixed-assets/tasks/calculate-fixed-asset-depreciation-legal-entities","7/15/2025"
"Change depreciation conventions for multiple fixed assets","https://learn.microsoft.com/en-us/dynamics365/finance/fixed-assets/tasks/change-depreciation-conventions-multiple-fixed-assets","5/6/2024"
"Manual depreciation","https://learn.microsoft.com/en-us/dynamics365/finance/fixed-assets/manual-depreciation","7/11/2025"
"Reduce balance depreciation","https://learn.microsoft.com/en-us/dynamics365/finance/fixed-assets/reduce-balance-depreciation","7/11/2025"
"Round-off amount for depreciation calculations","https://learn.microsoft.com/en-us/dynamics365/finance/fixed-assets/round-off-amount-depreciation-calculations","7/11/2025"
"Straight line life remaining depreciation","https://learn.microsoft.com/en-us/dynamics365/finance/fixed-assets/straight-line-life-remaining-depreciation","7/11/2025"
"Straight line service life depreciation","https://learn.microsoft.com/en-us/dynamics365/finance/fixed-assets/straight-line-service-life-depreciation","4/6/2024"
"Asset leasing home page","https://learn.microsoft.com/en-us/dynamics365/finance/asset-leasing/asset-leasing-homepage","7/11/2025"
"Asset leasing get started","https://learn.microsoft.com/en-us/dynamics365/finance/asset-leasing/asset-leasing-quick-start","1/29/2025"
"Configure lease parameters","https://learn.microsoft.com/en-us/dynamics365/finance/asset-leasing/config-lease-parameters","5/7/2025"
"Set up lease books","https://learn.microsoft.com/en-us/dynamics365/finance/asset-leasing/set-up-lease-books","5/7/2025"
"Create a lease group","https://learn.microsoft.com/en-us/dynamics365/finance/asset-leasing/create-lease-group","5/7/2025"
"Add payment amount types","https://learn.microsoft.com/en-us/dynamics365/finance/asset-leasing/payment-amount-type","5/7/2025"
"Set up index rates","https://learn.microsoft.com/en-us/dynamics365/finance/asset-leasing/set-up-index-rate-types","5/7/2025"
"Set up expense types","https://learn.microsoft.com/en-us/dynamics365/finance/asset-leasing/set-up-expense-types","5/7/2025"
"Set up lease journal names","https://learn.microsoft.com/en-us/dynamics365/finance/asset-leasing/set-up-lease-journal-names","5/7/2025"
"Set up lease posting accounts","https://learn.microsoft.com/en-us/dynamics365/finance/asset-leasing/set-up-lease-posting-accts","5/7/2025"
"Assign number sequences","https://learn.microsoft.com/en-us/dynamics365/finance/asset-leasing/leasing-number-sequences","5/7/2025"
"Assign lease user roles","https://learn.microsoft.com/en-us/dynamics365/finance/asset-leasing/lease-user-roles","5/7/2025"
"Add or copy leases (Preview)","https://learn.microsoft.com/en-us/dynamics365/finance/asset-leasing/add-lease","6/5/2025"
"Create payment invoices","https://learn.microsoft.com/en-us/dynamics365/finance/asset-leasing/create-payment-invoice","5/7/2025"
"Record right-of-use asset depreciation","https://learn.microsoft.com/en-us/dynamics365/finance/asset-leasing/record-rou-asset-depreciation","5/7/2025"
"Reverse posted lease transactions","https://learn.microsoft.com/en-us/dynamics365/finance/asset-leasing/reverse-posted-lease-trans","5/7/2025"
"Asset leasing conventions","https://learn.microsoft.com/en-us/dynamics365/finance/asset-leasing/asset-leasing-convention","7/26/2024"
"Adjust leases","https://learn.microsoft.com/en-us/dynamics365/finance/asset-leasing/adjust-lease","6/3/2022"
"Impair right-of-use assets","https://learn.microsoft.com/en-us/dynamics365/finance/asset-leasing/impair-rou-asset","7/15/2025"
"Propose a lease for termination","https://learn.microsoft.com/en-us/dynamics365/finance/asset-leasing/lease-termination","11/4/2025"
"Associate fixed assets with leases","https://learn.microsoft.com/en-us/dynamics365/finance/asset-leasing/associate-lease-with-fixed-asset","5/7/2025"
"Record leases in foreign currencies","https://learn.microsoft.com/en-us/dynamics365/finance/asset-leasing/record-leases-foreign-currency","5/7/2025"
"Revalue lease payments that are linked to an index rate","https://learn.microsoft.com/en-us/dynamics365/finance/asset-leasing/revalue-payments-tied-2-index-rate","5/7/2025"
"Reclassify the short-term portion of lease liability","https://learn.microsoft.com/en-us/dynamics365/finance/asset-leasing/reclassify-st-lease-liability","5/7/2025"
"View liability, asset, and expense transactions","https://learn.microsoft.com/en-us/dynamics365/finance/asset-leasing/view-asset-transactions","4/30/2024"
"Compounding interval functionality","https://learn.microsoft.com/en-us/dynamics365/finance/asset-leasing/compound-interval-functionality","5/7/2025"
"Confirm Asset leasing payment schedules in a batch","https://learn.microsoft.com/en-us/dynamics365/finance/asset-leasing/confirm-payment-schedules-in-batch","5/7/2025"
"Create monthly journal entries in a batch","https://learn.microsoft.com/en-us/dynamics365/finance/asset-leasing/create-monthly-journals-batch","7/15/2025"
"Lease posting types","https://learn.microsoft.com/en-us/dynamics365/finance/asset-leasing/lease-posting-types","4/30/2024"
"Dual reporting","https://learn.microsoft.com/en-us/dynamics365/finance/asset-leasing/dual-reporting","6/3/2022"
"Set up lease approval workflows","https://learn.microsoft.com/en-us/dynamics365/finance/asset-leasing/set-up-lease-wrkflw","5/7/2025"
"Use lease approval workflows","https://learn.microsoft.com/en-us/dynamics365/finance/asset-leasing/use-create-lease-wrkflw","7/15/2025"
"Manage leases through the Lease import framework","https://learn.microsoft.com/en-us/dynamics365/finance/asset-leasing/manage-leases-thru-imprt-framewrk","8/16/2024"
"Asset leasing reports","https://learn.microsoft.com/en-us/dynamics365/finance/asset-leasing/asset-leasing-rprts","7/15/2025"
"General ledger home page","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/general-ledger","8/27/2025"
"Plan your chart of accounts","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/plan-chart-of-accounts","7/11/2025"
"Plan your local chart of accounts","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/plan-local-chart-of-accounts","5/13/2024"
"Main account types","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/main-account-types","7/11/2025"
"Set up main account categories","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/tasks/set-up-main-account-categories","5/8/2024"
"Set up a ledger account alias","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/tasks/set-up-ledger-account-alias","7/26/2024"
"Create a main account","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/tasks/create-main-account","9/8/2025"
"Allocation terms","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/main-account-allocation-terms","5/8/2024"
"Financial tags","https://learn.microsoft.com/en-us/dynamics365/finance/general-ledger/financial-tag","6/13/2025"